lambda	x
8.793600000e-01	5.695187527e-01
8.793600000e-01	5.803709165e-01
8.793600000e-01	5.947541800e-01
8.793600000e-01	6.029751802e-01
8.793600000e-01	6.092472123e-01
8.793600000e-01	6.098738658e-01
8.793600000e-01	6.143695666e-01
8.793600000e-01	6.184273500e-01
8.793600000e-01	7.517225862e-01
8.793600000e-01	7.537821018e-01
8.793600000e-01	7.560487950e-01
8.793600000e-01	7.563635128e-01
8.793600000e-01	7.594971857e-01
8.793600000e-01	7.635611731e-01
8.793600000e-01	7.705594825e-01
8.793600000e-01	7.757513213e-01
8.793600000e-01	7.763200410e-01
8.793600000e-01	7.817359333e-01
8.793600000e-01	7.824686126e-01
8.793600000e-01	7.842611882e-01
8.793600000e-01	7.868370821e-01
8.793600000e-01	7.890893546e-01
8.793600000e-01	7.944696256e-01
8.793600000e-01	7.967199182e-01
8.793600000e-01	7.987919485e-01
8.793600000e-01	8.033084498e-01
8.793600000e-01	8.139537352e-01
8.793600000e-01	8.157960135e-01
8.793600000e-01	8.191976150e-01
8.793600000e-01	8.232060714e-01
8.793600000e-01	8.274908837e-01
8.793600000e-01	8.280750530e-01
8.793600000e-01	8.288946279e-01
8.793600000e-01	8.324663758e-01
8.793600000e-01	8.337446895e-01
8.793600000e-01	8.406855777e-01
8.793600000e-01	8.514778802e-01
8.793600000e-01	8.530732503e-01
8.793600000e-01	8.584712020e-01
8.793600000e-01	8.591822098e-01
8.793600000e-01	8.631015666e-01
8.793600000e-01	8.646782363e-01
8.793600000e-01	8.653862967e-01
8.793600000e-01	8.661449930e-01
8.793600000e-01	8.679180647e-01
8.793600000e-01	8.686441423e-01
8.793600000e-01	8.694635197e-01
8.793600000e-01	8.700270340e-01
8.793600000e-01	8.702558208e-01
8.793600000e-01	8.719204339e-01
8.793600000e-01	8.720926124e-01
8.793600000e-01	8.736426532e-01
8.793600000e-01	8.756735906e-01
8.793600000e-01	8.768244314e-01
8.793600000e-01	8.776983887e-01
8.793600000e-01	8.777855353e-01
8.793600000e-01	8.784098997e-01
8.793600000e-01	8.789722797e-01
8.794000000e-01	3.252715604e-01
8.794000000e-01	3.252899514e-01
8.794000000e-01	3.293066431e-01
8.794000000e-01	3.296827854e-01
8.794000000e-01	3.297375423e-01
8.794000000e-01	3.457348758e-01
8.794000000e-01	3.458322930e-01
8.794000000e-01	3.479655126e-01
8.794000000e-01	3.486918338e-01
8.794000000e-01	3.508255907e-01
8.794000000e-01	3.511040329e-01
8.794000000e-01	3.514631627e-01
8.794000000e-01	3.518076538e-01
8.794000000e-01	3.528517568e-01
8.794000000e-01	3.536755483e-01
8.794000000e-01	3.537141986e-01
8.794000000e-01	3.604024333e-01
8.794000000e-01	3.628592920e-01
8.794000000e-01	3.705646063e-01
8.794000000e-01	3.709338777e-01
8.794000000e-01	3.920757107e-01
8.794000000e-01	4.053665949e-01
8.794000000e-01	4.140097891e-01
8.794000000e-01	4.216636330e-01
8.794000000e-01	4.492302905e-01
8.794000000e-01	4.512990984e-01
8.794000000e-01	4.516370339e-01
8.794000000e-01	4.539688454e-01
8.794000000e-01	4.799575423e-01
8.794000000e-01	4.800809049e-01
8.794000000e-01	4.986410590e-01
8.794000000e-01	4.995576611e-01
8.794000000e-01	5.190502217e-01
8.794000000e-01	5.254041336e-01
8.794000000e-01	5.430063375e-01
8.794000000e-01	5.431092713e-01
8.794000000e-01	5.453063231e-01
8.794000000e-01	5.480993806e-01
8.794000000e-01	5.490229513e-01
8.794000000e-01	5.499868238e-01
8.794000000e-01	5.507348731e-01
8.794000000e-01	5.564881001e-01
8.794000000e-01	5.584546112e-01
8.794000000e-01	5.642530198e-01
8.794000000e-01	5.645185991e-01
8.794000000e-01	6.088690612e-01
8.794000000e-01	6.090227862e-01
8.794000000e-01	6.100790091e-01
8.794000000e-01	6.213802303e-01
8.794000000e-01	6.214320527e-01
8.794000000e-01	7.502034893e-01
8.794000000e-01	7.502299988e-01
8.794000000e-01	7.559596500e-01
8.794000000e-01	7.564900521e-01
8.794000000e-01	7.565671772e-01
8.794000000e-01	7.781314392e-01
8.794000000e-01	7.782567902e-01
8.794000000e-01	7.809834002e-01
8.794000000e-01	7.819037613e-01
8.794000000e-01	7.845839954e-01
8.794000000e-01	7.849311516e-01
8.794000000e-01	7.853780206e-01
8.794000000e-01	7.858057350e-01
8.794000000e-01	7.870964516e-01
8.794000000e-01	7.881088439e-01
8.794000000e-01	7.881562133e-01
8.794000000e-01	7.961776592e-01
8.794000000e-01	7.990361691e-01
8.794000000e-01	8.076916379e-01
8.794000000e-01	8.080946001e-01
8.794000000e-01	8.161807402e-01
8.794000000e-01	8.162340324e-01
8.794000000e-01	8.273365831e-01
8.794000000e-01	8.283211603e-01
8.794000000e-01	8.284636978e-01
8.794000000e-01	8.293354688e-01
8.794000000e-01	8.408216231e-01
8.794000000e-01	8.475058205e-01
8.794000000e-01	8.529034085e-01
8.794000000e-01	8.613972566e-01
8.794000000e-01	8.615446592e-01
8.794000000e-01	8.646132438e-01
8.794000000e-01	8.655888425e-01
8.794000000e-01	8.682379315e-01
8.794000000e-01	8.682532118e-01
8.794000000e-01	8.685788205e-01
8.794000000e-01	8.689912992e-01
8.794000000e-01	8.691273411e-01
8.794000000e-01	8.692691370e-01
8.794000000e-01	8.693790559e-01
8.794000000e-01	8.702208393e-01
8.794000000e-01	8.705071590e-01
8.794000000e-01	8.713474457e-01
8.794000000e-01	8.713857962e-01
8.794000000e-01	8.766007966e-01
8.794000000e-01	8.776573319e-01
8.794000000e-01	8.776787114e-01
8.794000000e-01	8.778255581e-01
8.794000000e-01	8.793919859e-01
8.794400000e-01	3.256261570e-01
8.794400000e-01	3.265849075e-01
8.794400000e-01	3.280284580e-01
8.794400000e-01	3.307847810e-01
8.794400000e-01	3.314839208e-01
8.794400000e-01	3.343872851e-01
8.794400000e-01	3.348448610e-01
8.794400000e-01	3.412956263e-01
8.794400000e-01	3.433763735e-01
8.794400000e-01	3.451791682e-01
8.794400000e-01	3.546244725e-01
8.794400000e-01	3.588110574e-01
8.794400000e-01	3.640276978e-01
8.794400000e-01	3.658966926e-01
8.794400000e-01	3.729185717e-01
8.794400000e-01	3.801820174e-01
8.794400000e-01	3.883083040e-01
8.794400000e-01	3.892031769e-01
8.794400000e-01	3.924514147e-01
8.794400000e-01	3.967486161e-01
8.794400000e-01	4.067692657e-01
8.794400000e-01	4.131952082e-01
8.794400000e-01	4.188546401e-01
8.794400000e-01	4.213914465e-01
8.794400000e-01	4.239087959e-01
8.794400000e-01	4.391353212e-01
8.794400000e-01	4.405680141e-01
8.794400000e-01	4.447520812e-01
8.794400000e-01	4.483421831e-01
8.794400000e-01	4.554952239e-01
8.794400000e-01	4.574944047e-01
8.794400000e-01	4.618687621e-01
8.794400000e-01	4.712115742e-01
8.794400000e-01	4.761911961e-01
8.794400000e-01	4.775531061e-01
8.794400000e-01	4.936818361e-01
8.794400000e-01	5.112262711e-01
8.794400000e-01	5.159931458e-01
8.794400000e-01	5.294974055e-01
8.794400000e-01	5.405322923e-01
8.794400000e-01	5.659858153e-01
8.794400000e-01	5.709201050e-01
8.794400000e-01	5.766412314e-01
8.794400000e-01	5.945321387e-01
8.794400000e-01	5.958088630e-01
8.794400000e-01	6.039293032e-01
8.794400000e-01	6.058893130e-01
8.794400000e-01	6.136311569e-01
8.794400000e-01	6.176936841e-01
8.794400000e-01	6.203943281e-01
8.794400000e-01	7.507483232e-01
8.794400000e-01	7.521245043e-01
8.794400000e-01	7.541836872e-01
8.794400000e-01	7.580723834e-01
8.794400000e-01	7.590497230e-01
8.794400000e-01	7.630691548e-01
8.794400000e-01	7.636968426e-01
8.794400000e-01	7.723772488e-01
8.794400000e-01	7.751096934e-01
8.794400000e-01	7.774503541e-01
8.794400000e-01	7.893043747e-01
8.794400000e-01	7.943369297e-01
8.794400000e-01	8.004153017e-01
8.794400000e-01	8.025408099e-01
8.794400000e-01	8.102785797e-01
8.794400000e-01	8.172809461e-01
8.794400000e-01	8.178676235e-01
8.794400000e-01	8.200068341e-01
8.794400000e-01	8.239960932e-01
8.794400000e-01	8.258532817e-01
8.794400000e-01	8.266998613e-01
8.794400000e-01	8.297178513e-01
8.794400000e-01	8.312261864e-01
8.794400000e-01	8.329788008e-01
8.794400000e-01	8.335776395e-01
8.794400000e-01	8.399027860e-01
8.794400000e-01	8.409417852e-01
8.794400000e-01	8.419869456e-01
8.794400000e-01	8.469409834e-01
8.794400000e-01	8.510182961e-01
8.794400000e-01	8.527586839e-01
8.794400000e-01	8.540710910e-01
8.794400000e-01	8.544321825e-01
8.794400000e-01	8.577021093e-01
8.794400000e-01	8.606112574e-01
8.794400000e-01	8.634118645e-01
8.794400000e-01	8.641553880e-01
8.794400000e-01	8.662265184e-01
8.794400000e-01	8.678843422e-01
8.794400000e-01	8.708581364e-01
8.794400000e-01	8.716107038e-01
8.794400000e-01	8.723198131e-01
8.794400000e-01	8.731374201e-01
8.794400000e-01	8.756666005e-01
8.794400000e-01	8.758456882e-01
8.794400000e-01	8.769810560e-01
8.794400000e-01	8.772542097e-01
8.794400000e-01	8.783301804e-01
8.794400000e-01	8.788931075e-01
8.794400000e-01	8.792667619e-01
8.794800000e-01	3.263117540e-01
8.794800000e-01	3.266513619e-01
8.794800000e-01	3.290006088e-01
8.794800000e-01	3.298199047e-01
8.794800000e-01	3.331926687e-01
8.794800000e-01	3.332847238e-01
8.794800000e-01	3.346823855e-01
8.794800000e-01	3.371453255e-01
8.794800000e-01	3.469400253e-01
8.794800000e-01	3.470901162e-01
8.794800000e-01	3.495025924e-01
8.794800000e-01	3.521821385e-01
8.794800000e-01	3.574726113e-01
8.794800000e-01	3.656372320e-01
8.794800000e-01	3.661761111e-01
8.794800000e-01	3.780187840e-01
8.794800000e-01	3.788048855e-01
8.794800000e-01	3.892112631e-01
8.794800000e-01	3.911573372e-01
8.794800000e-01	4.044586477e-01
8.794800000e-01	4.090380842e-01
8.794800000e-01	4.144286553e-01
8.794800000e-01	4.221225942e-01
8.794800000e-01	4.233057165e-01
8.794800000e-01	4.299374509e-01
8.794800000e-01	4.304618496e-01
8.794800000e-01	4.504739674e-01
8.794800000e-01	4.511034047e-01
8.794800000e-01	4.554090560e-01
8.794800000e-01	4.555625596e-01
8.794800000e-01	4.706190824e-01
8.794800000e-01	4.728507993e-01
8.794800000e-01	4.730041887e-01
8.794800000e-01	4.793887678e-01
8.794800000e-01	4.812626440e-01
8.794800000e-01	5.104580571e-01
8.794800000e-01	5.118269806e-01
8.794800000e-01	5.329520223e-01
8.794800000e-01	5.469915629e-01
8.794800000e-01	5.541954305e-01
8.794800000e-01	5.607300559e-01
8.794800000e-01	5.611380539e-01
8.794800000e-01	5.880827479e-01
8.794800000e-01	5.949417786e-01
8.794800000e-01	5.988459463e-01
8.794800000e-01	5.991033659e-01
8.794800000e-01	6.085559269e-01
8.794800000e-01	6.108576350e-01
8.794800000e-01	6.174673365e-01
8.794800000e-01	6.184238905e-01
8.794800000e-01	7.517673084e-01
8.794800000e-01	7.522538531e-01
8.794800000e-01	7.555960603e-01
8.794800000e-01	7.567519790e-01
8.794800000e-01	7.614576218e-01
8.794800000e-01	7.615848599e-01
8.794800000e-01	7.635088700e-01
8.794800000e-01	7.668634855e-01
8.794800000e-01	7.797479551e-01
8.794800000e-01	7.799396800e-01
8.794800000e-01	7.829975327e-01
8.794800000e-01	7.863411726e-01
8.794800000e-01	7.927789862e-01
8.794800000e-01	8.022838805e-01
8.794800000e-01	8.028927186e-01
8.794800000e-01	8.156888704e-01
8.794800000e-01	8.164984927e-01
8.794800000e-01	8.193128799e-01
8.794800000e-01	8.202699263e-01
8.794800000e-01	8.266801367e-01
8.794800000e-01	8.267450828e-01
8.794800000e-01	8.285635241e-01
8.794800000e-01	8.288288384e-01
8.794800000e-01	8.371974153e-01
8.794800000e-01	8.374150211e-01
8.794800000e-01	8.401598176e-01
8.794800000e-01	8.406481270e-01
8.794800000e-01	8.438137490e-01
8.794800000e-01	8.460216631e-01
8.794800000e-01	8.478910402e-01
8.794800000e-01	8.532890499e-01
8.794800000e-01	8.540749721e-01
8.794800000e-01	8.582615574e-01
8.794800000e-01	8.585767375e-01
8.794800000e-01	8.633072680e-01
8.794800000e-01	8.635217486e-01
8.794800000e-01	8.667633805e-01
8.794800000e-01	8.688560385e-01
8.794800000e-01	8.691238392e-01
8.794800000e-01	8.699136427e-01
8.794800000e-01	8.708645353e-01
8.794800000e-01	8.709236542e-01
8.794800000e-01	8.747716149e-01
8.794800000e-01	8.757361533e-01
8.794800000e-01	8.762829714e-01
8.794800000e-01	8.763189733e-01
8.794800000e-01	8.776368874e-01
8.794800000e-01	8.779566948e-01
8.794800000e-01	8.788729932e-01
8.794800000e-01	8.790053662e-01
8.795200000e-01	3.258823279e-01
8.795200000e-01	3.265413069e-01
8.795200000e-01	3.277973981e-01
8.795200000e-01	3.292405257e-01
8.795200000e-01	3.316610434e-01
8.795200000e-01	3.318054738e-01
8.795200000e-01	3.330285566e-01
8.795200000e-01	3.342317167e-01
8.795200000e-01	3.346681485e-01
8.795200000e-01	3.401610097e-01
8.795200000e-01	3.430068418e-01
8.795200000e-01	3.485027669e-01
8.795200000e-01	3.587706682e-01
8.795200000e-01	3.605971644e-01
8.795200000e-01	3.656476542e-01
8.795200000e-01	3.667792266e-01
8.795200000e-01	3.767816519e-01
8.795200000e-01	3.814273746e-01
8.795200000e-01	3.872714114e-01
8.795200000e-01	3.940942190e-01
8.795200000e-01	4.244527410e-01
8.795200000e-01	4.312401879e-01
8.795200000e-01	4.383469836e-01
8.795200000e-01	4.391997443e-01
8.795200000e-01	4.446477115e-01
8.795200000e-01	4.539049490e-01
8.795200000e-01	4.596911236e-01
8.795200000e-01	4.630316922e-01
8.795200000e-01	4.711839410e-01
8.795200000e-01	4.731337203e-01
8.795200000e-01	4.755357126e-01
8.795200000e-01	4.804927253e-01
8.795200000e-01	4.841651761e-01
8.795200000e-01	5.088706722e-01
8.795200000e-01	5.117417541e-01
8.795200000e-01	5.247288921e-01
8.795200000e-01	5.294918322e-01
8.795200000e-01	5.568475182e-01
8.795200000e-01	5.718382757e-01
8.795200000e-01	5.796789826e-01
8.795200000e-01	5.949379054e-01
8.795200000e-01	5.961564078e-01
8.795200000e-01	5.995196423e-01
8.795200000e-01	6.029442895e-01
8.795200000e-01	6.033490549e-01
8.795200000e-01	6.101427536e-01
8.795200000e-01	6.142013594e-01
8.795200000e-01	6.177381184e-01
8.795200000e-01	6.195949522e-01
8.795200000e-01	6.216855059e-01
8.795200000e-01	7.511850225e-01
8.795200000e-01	7.521304812e-01
8.795200000e-01	7.539237045e-01
8.795200000e-01	7.559694511e-01
8.795200000e-01	7.593658154e-01
8.795200000e-01	7.595670875e-01
8.795200000e-01	7.612652507e-01
8.795200000e-01	7.629247865e-01
8.795200000e-01	7.635240702e-01
8.795200000e-01	7.709434775e-01
8.795200000e-01	7.746973039e-01
8.795200000e-01	7.817712395e-01
8.795200000e-01	7.943612883e-01
8.795200000e-01	7.965146331e-01
8.795200000e-01	8.023321670e-01
8.795200000e-01	8.036079513e-01
8.795200000e-01	8.144416892e-01
8.795200000e-01	8.160311249e-01
8.795200000e-01	8.181683521e-01
8.795200000e-01	8.192006602e-01
8.795200000e-01	8.200370511e-01
8.795200000e-01	8.235191631e-01
8.795200000e-01	8.249392195e-01
8.795200000e-01	8.273897584e-01
8.795200000e-01	8.312869402e-01
8.795200000e-01	8.335674153e-01
8.795200000e-01	8.339235192e-01
8.795200000e-01	8.368824246e-01
8.795200000e-01	8.396939907e-01
8.795200000e-01	8.406895058e-01
8.795200000e-01	8.521084168e-01
8.795200000e-01	8.548645294e-01
8.795200000e-01	8.572159820e-01
8.795200000e-01	8.590793173e-01
8.795200000e-01	8.630737844e-01
8.795200000e-01	8.635242188e-01
8.795200000e-01	8.655310905e-01
8.795200000e-01	8.662554671e-01
8.795200000e-01	8.703141268e-01
8.795200000e-01	8.724773451e-01
8.795200000e-01	8.735950267e-01
8.795200000e-01	8.757476821e-01
8.795200000e-01	8.759184619e-01
8.795200000e-01	8.763890748e-01
8.795200000e-01	8.768671888e-01
8.795200000e-01	8.769236286e-01
8.795200000e-01	8.778689024e-01
8.795200000e-01	8.784319412e-01
8.795200000e-01	8.789216818e-01
8.795200000e-01	8.791784924e-01
8.795600000e-01	3.249199484e-01
8.795600000e-01	3.257092176e-01
8.795600000e-01	3.259231114e-01
8.795600000e-01	3.261585055e-01
8.795600000e-01	3.285949897e-01
8.795600000e-01	3.310271956e-01
8.795600000e-01	3.310443149e-01
8.795600000e-01	3.318080355e-01
8.795600000e-01	3.326961721e-01
8.795600000e-01	3.446420944e-01
8.795600000e-01	3.609315397e-01
8.795600000e-01	3.610594123e-01
8.795600000e-01	3.610734785e-01
8.795600000e-01	3.669307772e-01
8.795600000e-01	3.704670867e-01
8.795600000e-01	3.741416948e-01
8.795600000e-01	3.745739590e-01
8.795600000e-01	4.329915772e-01
8.795600000e-01	4.381724547e-01
8.795600000e-01	4.427022487e-01
8.795600000e-01	4.427124173e-01
8.795600000e-01	4.428162255e-01
8.795600000e-01	4.577968918e-01
8.795600000e-01	4.735491158e-01
8.795600000e-01	4.751085126e-01
8.795600000e-01	4.765310325e-01
8.795600000e-01	4.818252223e-01
8.795600000e-01	4.894468647e-01
8.795600000e-01	4.905008908e-01
8.795600000e-01	4.995568215e-01
8.795600000e-01	5.084279708e-01
8.795600000e-01	5.234357338e-01
8.795600000e-01	5.234686101e-01
8.795600000e-01	5.673071656e-01
8.795600000e-01	6.004072148e-01
8.795600000e-01	6.028950335e-01
8.795600000e-01	6.050313002e-01
8.795600000e-01	6.050846062e-01
8.795600000e-01	6.119172318e-01
8.795600000e-01	6.187776709e-01
8.795600000e-01	6.194411627e-01
8.795600000e-01	6.200441455e-01
8.795600000e-01	6.222698699e-01
8.795600000e-01	7.498325825e-01
8.795600000e-01	7.509702734e-01
8.795600000e-01	7.512777955e-01
8.795600000e-01	7.516158371e-01
8.795600000e-01	7.550906109e-01
8.795600000e-01	7.585151590e-01
8.795600000e-01	7.585391063e-01
8.795600000e-01	7.596052007e-01
8.795600000e-01	7.608394706e-01
8.795600000e-01	7.768616369e-01
8.795600000e-01	7.969422491e-01
8.795600000e-01	7.970916934e-01
8.795600000e-01	7.971081247e-01
8.795600000e-01	8.038146006e-01
8.795600000e-01	8.077319734e-01
8.795600000e-01	8.116969238e-01
8.795600000e-01	8.121562419e-01
8.795600000e-01	8.154645009e-01
8.795600000e-01	8.177492929e-01
8.795600000e-01	8.183613996e-01
8.795600000e-01	8.190315372e-01
8.795600000e-01	8.257515461e-01
8.795600000e-01	8.320630816e-01
8.795600000e-01	8.321060922e-01
8.795600000e-01	8.340046899e-01
8.795600000e-01	8.361628718e-01
8.795600000e-01	8.599697920e-01
8.795600000e-01	8.601426671e-01
8.795600000e-01	8.630200810e-01
8.795600000e-01	8.653485830e-01
8.795600000e-01	8.654049135e-01
8.795600000e-01	8.718405243e-01
8.795600000e-01	8.765249512e-01
8.795600000e-01	8.768720846e-01
8.795600000e-01	8.771697309e-01
8.795600000e-01	8.781266395e-01
8.795600000e-01	8.790766536e-01
8.795600000e-01	8.791683765e-01
8.795600000e-01	8.792517125e-01
8.795600000e-01	8.795591475e-01
8.796000000e-01	3.248766752e-01
8.796000000e-01	3.258315206e-01
8.796000000e-01	3.270366301e-01
8.796000000e-01	3.272343961e-01
8.796000000e-01	3.283328587e-01
8.796000000e-01	3.284524683e-01
8.796000000e-01	3.285978738e-01
8.796000000e-01	3.314735384e-01
8.796000000e-01	3.315047296e-01
8.796000000e-01	3.374028233e-01
8.796000000e-01	3.431864630e-01
8.796000000e-01	3.438726999e-01
8.796000000e-01	3.447213063e-01
8.796000000e-01	3.644448818e-01
8.796000000e-01	3.646864494e-01
8.796000000e-01	3.710895975e-01
8.796000000e-01	3.741088101e-01
8.796000000e-01	3.775208887e-01
8.796000000e-01	3.803638069e-01
8.796000000e-01	3.985500002e-01
8.796000000e-01	4.072467769e-01
8.796000000e-01	4.176346467e-01
8.796000000e-01	4.350792643e-01
8.796000000e-01	4.398070530e-01
8.796000000e-01	4.399922581e-01
8.796000000e-01	4.576203081e-01
8.796000000e-01	4.585399859e-01
8.796000000e-01	4.592984937e-01
8.796000000e-01	4.663472076e-01
8.796000000e-01	4.755031935e-01
8.796000000e-01	4.755606186e-01
8.796000000e-01	4.816031709e-01
8.796000000e-01	4.819620397e-01
8.796000000e-01	4.822626588e-01
8.796000000e-01	4.905188207e-01
8.796000000e-01	4.979497060e-01
8.796000000e-01	5.140753383e-01
8.796000000e-01	5.146929596e-01
8.796000000e-01	5.670416036e-01
8.796000000e-01	5.693658888e-01
8.796000000e-01	5.712489400e-01
8.796000000e-01	5.872321127e-01
8.796000000e-01	6.037033652e-01
8.796000000e-01	6.037908386e-01
8.796000000e-01	6.118687796e-01
8.796000000e-01	6.122778744e-01
8.796000000e-01	6.126144345e-01
8.796000000e-01	6.157069901e-01
8.796000000e-01	6.196605441e-01
8.796000000e-01	6.223536538e-01
8.796000000e-01	7.498041706e-01
8.796000000e-01	7.511803140e-01
8.796000000e-01	7.529074929e-01
8.796000000e-01	7.531899036e-01
8.796000000e-01	7.547532176e-01
8.796000000e-01	7.549229016e-01
8.796000000e-01	7.551290375e-01
8.796000000e-01	7.591733303e-01
8.796000000e-01	7.592168580e-01
8.796000000e-01	7.673162413e-01
8.796000000e-01	7.750026476e-01
8.796000000e-01	7.758977193e-01
8.796000000e-01	7.769995850e-01
8.796000000e-01	8.010378474e-01
8.796000000e-01	8.013133772e-01
8.796000000e-01	8.084480229e-01
8.796000000e-01	8.116988319e-01
8.796000000e-01	8.152847298e-01
8.796000000e-01	8.154147953e-01
8.796000000e-01	8.181762451e-01
8.796000000e-01	8.182009472e-01
8.796000000e-01	8.221239718e-01
8.796000000e-01	8.251235959e-01
8.796000000e-01	8.254453482e-01
8.796000000e-01	8.258352010e-01
8.796000000e-01	8.332529898e-01
8.796000000e-01	8.333303861e-01
8.796000000e-01	8.353024519e-01
8.796000000e-01	8.425201623e-01
8.796000000e-01	8.467762640e-01
8.796000000e-01	8.503167326e-01
8.796000000e-01	8.576569107e-01
8.796000000e-01	8.587969256e-01
8.796000000e-01	8.601626196e-01
8.796000000e-01	8.613687749e-01
8.796000000e-01	8.639197992e-01
8.796000000e-01	8.640158568e-01
8.796000000e-01	8.718155321e-01
8.796000000e-01	8.721492536e-01
8.796000000e-01	8.724190133e-01
